Username,Comment
@tajudintuwan4177,"100% I'm very happy when watching this video, you make me shed tears.
i have degree in accounting, but accidently i becoming network engineer, and unix programmer for more than 20 years at oil an gas industry. and government, i learn accounting and economics since highschool spent me 7 years to have degree. but then look what happen,  i never got that accountant job, instead i became an engineer.
no body cares about who you are since you can solve the problems then you'll be paid, hahaha"
@darwinlumampao,"Kudos, Subscribed bro!"
@khaled-dz8357,I totally agree with you. I figured them out myself in my journey. Thank you🎉
@MrNiceFromUkraine,that is the most helpful video for developers! he has got all the crucial points in one video
@websterjaysonsacluti4471,thank you for this content it touch literally my dev soul <3  it's the most best advise i heard especially in our journey
@PeterParker-i6g,"bro, im glad i clicked on this video. each and every thing told in this video i think these always. im now confident that i dont need to be perfect i can forget basic syntaxes, until i remember the core stuff how to find a solution for a prblm. i dont need to be ready to start something. i used to think that ill start applying for jobs after i feel im ready, but nope. i got a job suddenly i didnt even think that i could get it. i also ran behind perfection while building a project or before learning anything new. thanks bro it really boost my confidence."
@learntech_now,Thanks
@amitchapde355,what is your take on learning with LLMs and googling issues/bugs against fixing them with LLMs
@infatuated9970,Chatgpt crrtainly speeds things up
@riggs2065,"Needed to hear this,  thank you so much. I've worried too much about perfection and remembering code.  This helps a lot"
@mazenmohammed-ru9vv,"it's life-changing video, Thanks bro"
@RobinGottschlich-Kenkel,Thank u this motivated me somewhere.
@ItCanBeDoneAMIGO,"Good content, most important is that burnout is real! Not only in IT, so yes you have to balance your life. You need to take breaks, you need to go outside and do some exercises, jogging or just go for at least an hour for a walk everyday! Eat and drink healthy you will last munch longer and life will just ""taste"" better ;)"
@Kasador,These are some good tips! Seriously. I especially love the tips about just putting hands on the keyboard and that perfection is usually the main thing that stops us from actually developing things.
@SyedWajdanMuhammadShah,Randomly Found This Extremely Useful Video For the First Time
@Sec_coach,"devs are the most unsuccessful entrepreneurs of all
the ones you know are the few who survived. most fails. have a job and thats it."
@ncSimiy,"You just have to know the basics: how to chop, how to season... How not to burn the house down."
@kjsyed7763,How did you read my mind?😅
@kinstar,sometimes i feel like an imposter reading my OWN code i wrote a few years ago 😂
@erickt23,Thanks for this video. It doesn't apply just for coding but to professionals at large. It's a good reminder that we tend to run ourselves worse than machines and we NEED to stop.
@bitchiamstylishblacktop,you got me
@bitchiamstylishblacktop,i stoopped cause i bein ccoddig js like cccrazzy in covid-19 and i become confy i rember every thing but i wasted cause i am afraid
@OneTest123,"3 hours for a variable? I call hyperbole, that's cap no?"
@Master-y5s8z,great
@nadimn.zubary802,"MashaALLAH, Awesome Man, I am feeling very very low for 2 days, don't Know how YT suggests me this SUPER USEFUL video, Much Love Man!!"
@Sensei-fx1,W video man !
@KihZone,"You will never feel ready , start it anyway.  This line is so relatable in my case. My thoughts always pushed me back to start coding, i always thinked i have to learn the full langyage first the i should start it, which is a very bad misonception. not only that , most of the lines you told is  related to me. now i will really gonna start my journy, even though i feel Unconfident. Thnkyou So much"
@ClarenceTrumpington,Words of wisdom - Thank you👍
@osawereao,This is beautiful and so true.
@KmgmediaDesign,"Wow, you just nailed my problem, and you motivated me more now. I am made for more right now. Thank you!"
@pastoreekahk96,This video has helped me today as a beginner
@KhulisoMPortfolio,"BURN OUT IS REAL, I CAN'T BELIEVE I ONCE CRIED LIKE A LITTLE BOY IN MY CAREER 😂"
@KhulisoMPortfolio,"ow men I used to think programmers had to memorize everything, that was my greatest mistake and I stopped watching tutorials, now I use documentations, and I'm very happy with how I've improved, now at godly level with PHP"
@Dhaneshwaran-z2g,Coding is not about just typing it's solving problems
@crispindeleon1930,start anyway! brother that hit hard!
@Balajiice,Perfection matter if it's a team project
@peterkolawole8965,Wow it's was as if you were talking directly to me you have my follow thank you.
@GamerBroAdalian,"There's always someone who's better at writing code than you. But no matter what, keep writing. You'll naturally develop more techniques for ""optimal"", ""mature"", and ""cleaner"" code over time. I spent a whole year thinking my knowledge wasn't good enough to work on a project, until today I refactored it, and now I feel the creative juices flowing again."
@Mativlogs87,But You look like muslim
@coreragestudios3430,"Grass is Overrated, Touch Rocks!"
@cocomj123,"Yes. My opinion is to have an overview of the project and start up. Make adjustment in between to make things better.

However, in workplace, management want the best/perfection project and staff get blame if something that error. It is the most stressful thing"
@adrianoholmes635,"Great video.
Just go ahead and build. Things don't have to be perfect, and just learn on the fly. 
Great advice."
@fatimohamed7392,"i really needed this. I was feeling I wasn't made for this but you came at the right time, I'm going through all you listed, Thank you for this."
@zhanibakin,First advice doesn’t work for interviews in such a bad tech market.
@zananeaz9919,"your truly kind man , thanks for your time and beautiful words , you deserve heaven . thanks man ."
@KaalDewar,"Google is your friend. It's OK to not know everything. Phew, and breathe.🙏"
@laibajavaid4479,Really beneficial ...i think i need to watch it frequently to stay motivated
@hacker1-i3z9j,thanks bro
@divyanshu8874,Brother today i was about to give up coding.. i built an api the output is correct. But went timeout in client environment as client had 5000+ entities and i had to generate 5000 equivalent objects to produce an excel with 5000 rows. Code works okay for 200 300 even 400 but certainly not for 5000 also i cant use too many threads as client heap space is limited. I was asked to leave the team. And as you said nobody gives a fuck about the code everyone cares about the output. My team is treating me like i an an idiot i am not given any work they forgot the huge proxy issues i solved in their project i dont feel like going to work and here at house i am able to solve leetcode medium level questions.
@muslimgamer2656,
@SakinaBigzad-c6q,"How to know c programming 🥲
Got refer from this shit language 😁"
@umeshnikam8043,Thanks ❤
@basilali4046,I liked what you said about perfection and burnout. Thanks.
@KagisoRadebe-w3u,"thank you for this, i def needced this."
@Aeridefenderix313,Thanks sir u boost my confidence ...
@ocholamwanafalsafa8627,"Thanks for sharing mate,am in, it's only that I no longer know whether am doing things right or not,simply wanna make things work and of course solve problems ❤"
@Muhammed-r5n9m,Am happy am knowing these right at the beginning of the journey
@MhdZayan.T,got it
@rupesh4361,"Perfection is a myth!    
thank u boss"
@hopeziontekilu6537,bro thanks like you said burn outt is real I thought I would became productive  by spending tons of hours with out enjoyment but it really sucks I lost myself in the journey so to become productive we need to have rest and enjoyment
@georgevendras5450,"The best advice I would like to receive is: STAY AWAY FROM DEV. IT IS A KNOWLEDGE BARREL WITHOUT END. DO NOT WASTE YOUR TIME AND YOUR SOUL SO UNJUSTLY.

If I were really great at RestAPI and in backend dev in general (of by heart, no goggling_every_10_minutes crap ), I would ask no less than 150k and perhaps 200k."
@martysomoco,Excellent and concise advice. Thank you.
@youtubechannelthejigsaw6802,Man thanks for speaking up. I am a beginner and I think I got all the necessary things that I have to understand. Only if you mention..In which order I have to start practicing. I mean which programming language I have to learn first and then next and next. And yeah thanks for speaking up!
@Brokan95,Thanks a lot for making this video because I related all of points in real life
@VoidGamer09,"I need to ask a question
Is creating projects with AI a good practice because i am definately learning and debugging but however it generates the code sometimes, so is that  bad way of doing it.🥲"
@abdulazeezabdulmujeeb4739,Focus on building product that everyone sees not the perfection code you only see 🥹🫶
@Sajal-Paul,"Thanks Sir, you have given an honest and precise advice to all coders"
@ediare1,Word !
@ED-Leach,"You don’t need to know everything – Good developers don’t memorize everything; they know how to find answers and spot patterns.

Learn how to learn – Watching tutorials isn’t enough; real progress comes from building your own projects, failing, and Googling your way through it.

Perfection is a trap – Spending hours on perfect names or clean code wastes time. Done is better than perfect.

You’ll never feel ready – Whether it’s applying for jobs or starting a project, confidence comes after you start, not before.

Coding is about problem solving – Syntax is secondary. The real job is debugging, thinking critically, and breaking down problems.

Nobody cares how clever your code is – What matters is that it works and solves the user’s problem. Clean code is a bonus, not the goal.

Burnout is real – Constant grinding leads to exhaustion. Sustainable progress means taking breaks, setting boundaries, and prioritizing health.

Practice over consumption – Follow the 1:4 rule: For every hour watching tutorials, spend at least four building without them.

Messy starts are necessary – Beginners often wait for the “right time” to build or apply. Instead, start messy, start scared—just start.

Value over vanity – Don’t chase elegant abstractions if they don’t add real value. Clients care about results, not clever code."
@TheSmesi,"Thank you for the great tips and motivation, I've started development course a few months ago and it seems I found this video right on time!"
@rafay00006,Thanks so much for not wasting a single sec
@StrategicCIS,How do you find a good mentor? I can't even find someone to pay.
@payegarzxynquecc7628,"I want to get into programming and build useful apps and tool, but I was definitely suffering from imposter syndrome trying to figure an issue on a pong game start build which by the way was tutorial influenced. This video gave me  some confidence"
@gavinlim3143,If you dont know how to get the last element of an array until now... 🤔
@AliAli-z3l1k,Thank you ❤
@gavinlim3143,"I disagree with your first point. Although anything can be googled, how productive can you be as a developer? The more you know, the faster you can code, the more productive you will be."
@calebfurley3784,"I'd like to add, don't be afraid of the console. Try virtualbox with linux. <- This will teach you how the computer works, so that way when you write code, you understand what it is really doing."
@jojojojojojojo2,"13 years means you just came out of Junior dev level. I can tell you that guys with 30+ years experience out there have all the code memorized. They can write code without having to look up anything. 5k lines of code till lunch break? Yep, that is possible. And I am not talking about skeleton code. I mean real 5k LLOC - a whole business application in 3 hours. And it looks like you will never get there because you gave up."
@samsonchimuka4526,"Well said boss, thank you so much - i really learned it was profound !"
@ihabbessayah2290,you're awesome man 💙
@michaelchomiczewski7937,In other words: don't worry about doing a half as job. You will get paid any way -- so who cares? To hell with maintainability! God forbid - understandable variable names  or bothering with comments 🤣 yes! mediocrity rules!
@asubha13,"I would say, I wish someone had told me these 8 things earlier in life."
@andreydoichinov1683,I am 15+ years XP in web dev and I approve what he said.
@abadmohamed8347,"hey, thanks  for sharing this, but now i think it's outdated, AI now is your main companion, i stoped developing when i paid openai subscription, i mean don't get me wrong, you should have the knowlegde, but you don't should spend time coding functionnalities, the AI will do it for you, tell him what your inputs are, what should the function do and voila, you have a good written code, sometimes it doesn't work as expected, that's normal, you just identify what doesn't work, and he will rectify it for you."
@richarde3378,Great advice. Thanks and subscribed! 
@pamunoz,Thank you for your kind list.  This is very helpful and good to hear
@erfanajoorlu4699,Thank you too much for this video. This is very useful for me. =)
@osamaxz5720,"thank god. Your video just in time thanks man. I need this advices really
I'm studying Information Technology Engineering and specialized in Intelligent Systems (AI) but I start my journey learning web development about 2 years ago and learnt frontend and many things and I made many projects. I've been looking for a job from 6 months till now I got an interview with rejection in the end of it so I thought I know nothing really and said to myself I need to learn more before apply to a job. so I start pushing hard and switched to full stack so started focusing in backend development and working in a website for articles (something like Medium but more customized) and really I've been thinking of chose the perfect code and that's really HARD to figure out what is the best and when I post a question in stack overflow  I get this answer (there is no wrong or correct it depends) thanks man that remind me of I shouldn't make it perfect and I will start applying for jobs tomorrow and I will just make my app working now ❤"
@kajitharajsuthakaran5355,Wonderful video.🎉❤
@brianmazimpaka1214,I wish someone had told me this a year ago. Thank you so much the video really helped me❤
@AliakorFranklin,"As a newbie, this was really helpful. I’d love some guidance"
@MajesticSammie,Thanks for this Pete🙌🏾
@romantarnai4702,"I went through burnout couple of months ago in my 20s. I was working 24/7 trying not to waste a signle minute of my time and be super productive. I thought burnout is just some stupid excuse of lazy programmers - spoiler it is not. After 1-2 months of low energy, bad mood etc. I stopped working so hard, I learned to give myself some breathing room and it got better. Now I don't rush things it's not like all the job opportunities will be long gone if I don't have 10+ years of experience as I finish university."
@whotfisjohnny,thank you
@umamaharnekar6516,all of them.
@nayrbsworld3048,the best
@HIMANAGASRILAKSHMIKARUTURI,perfection is a trap.......true !!!!
@david-in4vt,Just starting to learn and was excited at first but now losing confidence and motivation. Thank you for the advice.
@AkimRonald,"Thank you bro, no one give me clue about this"
@noulamin8171,true
@DigitalMaksima,"Thank you, very great tips"
@HLS6935,"Been a developer for over thirteen years and always tell junior devs that are assigned to me, not to build a polished product from the start, rather get the product working and then go back and refactor and cut out the fat.  Also, management is typically non-technical and will always over simplify what you do and think things should be completed days before you can actually get it done."
@Adiyen1974,Great Insights. Thanks for Sharing.
@Marz3nith,"I love this because I apply that same fear to every aspect. Anything technical but new. I felt this way when I was coming off of supporting Windows, to jumping in and supporting Linux. I tried to have every single eventuality memorized. How to fix broken packages, how to manage processes, does Linux have device manager? Where does Linux store driver filed? Do they have equivalents to inf files? Do you sometimes have to replace them too? Is there an equivalent to registering dlls exist in Linux? Speaking of registering, is there a system registry? I'm always having to do things in that for Windows... Basically?  Anything I could imagine going wrong on Windows I had to know if there was a Linux equivalent fix. Most of these things I still haven't had to do or know lol ...And the simple reason is because Windows and Linux don't share every common issue. In fact very few. Linux is a fairly rock solid OS and Windows has all the problems lol"
@sanyean850,"you don't need to confidant, you just need to be willing i love thank you"
@GetLol-p9o,"good video but i found the language analogy funny because its the complete opposite, actually the best way to become fluent is by Listening, krashens input hypothesis says comprehensive input is the best way to learn a language, scientifically proven"
@Rod-thegod,this is better advice than 1000 ours from juicer programmers that watch primegen and think taking aderall is a must for coding.
@emmanuelcann1750,This is a masterpiece
@georgeawuah8178,"You have really touched points about realities in development. 

I don't usually subscribe to people's channel just to avoid notifications but I feel you so much that I am gonna subscribe."
@moinulfaisal,"Magically, I am naturally avoiding all the possibilities of traps pointed out in this video as a self-taught developer.
I don't seek perfection.
I dont burn out my energy.
Try to kick it off right away when I feel this is the time for start.
Don't care how elegant, or perfect the code is.
Don't need to know everything. It's impossible. Instead try to get along with the basics which are used regularly."
@CezarEnache13,Legend! This vid had a lot of answers for my questions and reduced my coding anxiety :D. Good job and keep it up!
@sugarekmatous,❤
@rodashaallen4785,The client doesn't care about your cool work😢
@leshawnjackson1275,2:41 I once spent 4 years waiting to feel ready to start and learn how to code😔. I hope someone learns from this mistake. Happy coding everyone.
@GoldenBear-yv2ym,maybe not 10 years.but saved me a lot of years .thank you
@VertigoVolumeGamer,"Great video, thank you!"
@lifestyleblag,Nobody Cares About Your Code hahahaha
@lifestyleblag,"Little bit smiling while i'm watching, I relate all the time hahahha"
@patrickdavies9748,I swear to everything on this earth this is the best ever tutorial I have ever come across in two years wanted to become a programmer thank a lot Bro 🙏🙏❤️💯%
@AlphaKombat-e6f,Yo bro u are my inspiration ❤
@azeezyusuf2394,"As a person who is just learning coding ,burn out is real hit me hard 😔"
@yassin9999-m3u,ggreat channel
@phaliszequlard,good vid
@menardfrancisco9094,"I've been making shitty mini-project apps these past few weeks. While building the apps I sometimes feel that I'm so bad and maybe I'm not cut for this. But thank you, you reminded me that I'm not the only one who experience this"
@miraicutie,"i really laughed hard when he said he use to think a perfect name for a variable, literally me spending hours just for naming variable! :3"
@SeryozhaHarutyunyan-p8j,"Great points, thanks"
@BlackCloverForever2008,thank you so much😭😭😭👨🏻‍💻
@IoannisMytis,nice one bro
@WillyGailo-h5s,"Please make another video about HTML, CSS, and JavaScript programming.
A tutorial 🧠 so I can learn even more — from the Philippines 🇵🇭 🫀"
@nibi2240,"Thanks a lot for sharing it! I switched to Automation | Programming couple of 2 years ago and since i´ve been working in German langage and the period of newbee combined with Totally different language then the one i learned the stuff (English is kinda my second language) was horrible and excausting. Many colleges dont even get the willingness to understand you whats going on, they will simply ghost you. Many times i doubted if i did the right choice or not and in the end i would say yes, ur totally right, and the other that have that imposter sindrom are totally okay and yes we are not AI that will know EVERYTHING about coding, tools, methods a.s.o. Thanks again for reminding me."
@creativeworks98,"Actually, all of those things hit me. But yes, i am working on improving myself and it feels really good."
@OneWingedRose,"That take breaks one is nice to hear.
Just came back to doing code after 10 days away and am feeling refreshed but guilty, feeling less guilty now lol."
@seraholomoyeba5521,"I just sayrted learning python programming, which is my first programming and dive into the tech space, i wouldnt mind joining a community that would help me learn better and faster"
@seraholomoyeba5521,The Burn out part and Me just being a consumer but partial practicer
@BrandCatalogs,"5 years of experience. Yes, everything is true. Stick to your strengths. Focus on building your ""learning skills"". Don't try to learn everything, learn how to learn fast. Do it quick, do it now."
@hoodyforthelord,"your words really inspired sir,,, I will be learning from you ,, i am now starting out , and i am starting out with the kotlin language to developed for andriod apps , i want to create apps"
@alexbcn77,all agreed! thanks for sharing
@prabhakarmishra2182,Very good piece of advice
@innovibe6298,I learn some coding but afraid to apply jobs
@Starmooniii,the best video about coding I ever seen.
@faisalbuyondo1718,"Bro just know this saved me, thank you"
@moomentosxd,"Number 4 is the real of me, thats why i never finish what i start. thanks for your advice sir."
@joqqy8497,"The abilities to divide and conquer, seeing patterns, and asking the right questions, and give yourself the privilege to forget, because if you need it, and don't remember, just look it up"
@dragonfalcon8474,Touch grass? I don't see that on my keyboard or mouse!
@josephadeusi5632,"You will never feel ready... that's me.😂😂😂

Thanks Pete"
@AhmadAsmndr,Perfect tips I always give to my students! Thank you!
@TOXICGaming-lg4if,Thanks
@Sdffffjfdjdhd,wow
@khas3028,"I'm just learning how to code, and your words mean a lot to me! Thank you, man!"
@Gara_Wangchuk,"Hi, I have been coding for a good few years now and I second everything you mentioned in this Video.

If you are starting to begin coding, I would advise you to pick any language tutorial and stick to it for sometime. The secret to better coding is disciplining yourself, having patience and never striving for perfection. Start small consistently."
@tinongnjong1305,"I’m just starting out in school for Full Stack Web, this video definitely will help save me some pain down the road 🙌🏿🙌🏿🙌🏿🙌🏿🙏🏾🙏🏾🙏🏾.

Subscribed already 🙌🏿"
@aliazizi-ty5pw,"i know many programming languages but i couldnt build a full app that was not cause i didnt know the code or how to solve problems, that was because making a big picture of the code is really important and you didnt mention it. when you wanna make instagram for example ,you have to know what are you going to build and what details you exactly need (buttons, links , nodes , correct database schema, correct UI and... ) and how small details must be connected to each other . i always write down the big pictures on a paper or draw it on visio or stuff like that and then i start building step by step a single part of it and make it work.in this was you have clue to make what pieces and that piece is going to be used again or not , you need to dive deeper in the code for making it more advanced or it is just a single piece that is used once and no need to waste time on it at all.
i think every single piece you said was 100% correct and i just want to add
 ""Have a big picture of what you are doing; watching from outside will never let you be lost in the forest."""
@merry_mtv,"This is what i wanted exactly to have someone told me, all of it. Thank you for appearing in my scrolling today."
@edosaogbevoen7985,I really needed to hear this. I forget  how to do some basic stuffs in JS and i just feel like I'm not doing enough. Thank you sir ❤
@zootius,"Bravo sir. I've been developing for 30 years and sometimes feel I know less now than I did in the year 2000 :)
But everything you say here is true. We're problem solvers. That's what is valued."
@okorovincent1029,"wow, this is really awesome. Thank you so much for this."
@MsElsospechoso28,Appreciate it.
@teenate,4:24 This I fear most
@MrTheelda,Wow man  thank you It warmed me ambition up a bit. I honestly thought devs know it all. Im sure the genius ones do but they are the exceptions not the rule isnt it? They are the ones typed IDDQD and NOCLIP before they started their life so ofc its easy for them.
@CryptoApex-o5z,"Still a beginner but i really love this, because it just describes me"
@PochvenMamba,thank you!
@Beowulf245,❤‍🔥
@imimran924,"If I copy project, seeing and typing codes, trying to understand, is it good?"
@MahbubAlam-gt1iv,"So, true. What you said, I did that. But, now I see what a waste."
@prof-shark,"I wish someone told me earlier how to learn to code, how to practice instead of copying, how to solve problems, how to make things done better. I wish someone told me that I will never feel ready anyway, I wish someone told me that I can google everything instead of trying to know everything."
@codeaider,"2:36 Needed this for myself lol. Always perfecting animations and colors

6:48 Totally Relatable

Perfect video in perfect time for me. 

W
O
W"
@mohamedosama-vb1fc,Thanks so much for your video and the great advice 😍
@DizzyQuanto,"You’ll never feel ready, learn how to learn, and You don’t need to know everything. I’m currently learning how to code through the Godot game engine using their GD Script. I learned a little bit of code over 10 years ago, but outside of that and the reminders over the years (code really sticks out when you’ve learned it 😅) I have never made a fully functional website, let alone a fully operational video game. 
Hearing that it’s ok to search things up, and that I should practice what I learn and take time to “speak the language” rather than just following all of the tutorials step by step is great advice! I’ve recently fallen into a pit where I watch a tutorial and use it to code my game with small edits. I want to change my approach so I can at least feel comfortable problem solving.
I hope to continue growing and some day see people enjoy the games I make 😊 thank you for this video!"
@GioRalphPusta,"Hello fellow starters! just turn 1 year in my Job this third day of June as an IT Support, graduated with bachelor in IT but don't really know programming, i was more on searching and using AI.  Now i was thinking of starting though i often doubt my knowledge, but now wanna start doing even though i a little bit ashamed.  Thank you for this video Pete!!!"
@youssefsaeed8478,Thats perfect man thank u
@EhabMTB,"""nobody cares how beautiful your code is, only that it works!"". bro....."
@ahisoft,"i learned these lessons as well being an 10+ years experienced dev myself. Very valuable insights. ""Nobody cares about your code"" is the one i'm still struggling with and it still hurts haha."
@NaimurRahmanNiloy-l6f,Thank you so much. Your words are very true. I have lost my learning path 1 year ago thinking that we developers know everything but today i changed my mind. If any suggestion that how could i revise my learning again how can i start coding again. Just give some suggestions to me please...
@Dynamic1852,Love this Video
@katongoleisaac2007,Perfection is the enemy for good
@shoarmik6389,"Disagree with the ""Nobody cares about your code"". Mainly because:
- If business wants changes it's often way harder to apply them on a dirty code
- If you're gone or on holidays the rest of the team will struggle to maintain your code
- Dirty code scare off other devs to stay in such a project
- If it's not maintained properly (and you're gone) it may require total rewrite

Clients and stakeholders care about it, they just don't know they care, because they don't understand how important it is to maintain a proper code.

And your analogy to plumbing is also very inaccurate. Plumbing is just like fixing a bug on an existing code and you want this code to be clean, otherwise by fixing it you may end up opening another bug easily, so I'd more compare clean code to good quality pipes. You can either buy cheapest pipes that will require fixing again soon or happen to be unmaintainable OR you can invest on better quality pipes which will serve you without issues for longer."
@MajedDevops,"I am a beginner and i am confused. When I do by myself its worst, when do with Ai its great. Can you guide us with Ai. How can learn more with ai. What Should we do?"
@irfansaeedkhan7242,i feel ready but until i memorise these basic js stuff i cannot pass my interviews which are basic questions and i am doing senior level work from past 4 years
@lamename2518,which one of these helped me ?? bro I almost cried that someone knows how much I am suffering
@Hamromerochannel,"I think it is the love for coding that is supreme. When you do, you work differently. Especially when things don’t work you can go hours on end going nowhere but you still love doing it"
@OmerAljilani,thaaaaaaaaaaaaaaankks alot it helped me alooot ^__^
@eattheprogrammingcookie3957,best channel i ever found in my life
@MD.HUMAUNKOBIR-l7c,"so now i know html css, tailwind and js . and also know git could i work with it in any marketplace or not plz pete"
@Anonymous-rg1dd,"You are absolutely right. Thank you, brother."
@pritamparali2793,Awesome man !!!! It really gives me motivation and got a hope that evrybody feels that way so its normal
@ef7496,"I love you man , you are so intelligent"
@MohdMunazilMohdAzlan,"You're under the impression that I know how to learn. Now I have to learn how to learn how to learn, before I learn how to learn."
@joweltisso7365,"Burnout is real, protect your energy 🔥"
@john849ww,This is all great advice. I have been feeling kind of burned out the last 2-3 days and nothing seemed to help.  I needed this pep talk.  Thank you!
@localpahadi7733,"relate to your learning, i started coding in 2009"
@sanjaygovinds9930,"you will never feel ready start any way - this sentence motivates me and makes an impact in my life, thanks a lot."
@trai.nguyen.9x,"Thanks for your video, it touches me. I will watch it multiple times in the future
In my experience, I have an opinion about: ""Nobody cares how clever your code is, just that it works"". 
I agree, the code has to work first, but after that, it also should be clean (That's why we have Clean Code from Uncle Bob)
If we work solo on a project, that's fine, but if we work in a team, your teammate will care about it, especially if the team has a technical lead."
@iambreka509,I'm learning now but I don't even  get anything from JS thank you for your advices
@z_emed,"I totally agree, most developers fall into those traps. I started noticing it when I saw others showing the same symptoms!"
@amirrahman853,I know u trying to explaining how a developer works in professional work but telling ur hard learning time a waste is upsetting it's not always about earning or corporate fitting challenging urself is actually very encouraging for exceptional results
@_cloUDRIder_,Ty for this!
@sail_hatan6667,"Damnit. You're right. As I sit here mindlessly watching tutorials on ""How to become a 10x developer in 10 seconds"". I needed this, thank you."
@davidwaziri333,"100 %, right"
@science_trip,You are from the few developers on YouTube that you are telling the truth! I 'm writing code since 1999 and I totally agree with  you. This is the same thing that I'm telling to new developers. Congrats! Keep going. You will help a lot of young guys out there
@rockmetalband,petro o giorkos eimai ivra see reeeee
@venkatsiddartha8430,"just say onething for would AI  replace all the low to mid level developr jobs i mean in js ,python or any .. or it remains as usual in future.. plz clarify"
@clashhub_,"The 4th point hit me harr , i am waiting for last 3 months for starting my code journey but that tomorrow dirnt came yet 😢thank you for speaking fact ❤ will do it now 😊"
@KINGZEREYAYKOB-ee4cu,Thanks
@adebanjoogunseye,this in the real induction into programming...it is 70% above the entire webinars i have listen to ...thank so much for this confidence given speech..it is live safer
@chazzman4553,"I am dev and I disagree. Your code must be language standard compliant, DRY, SOLID and so on because other senior devs will push it back and won't let you commit untill it's good for production! And you will be pissed and they also will be pissed with your garbage code!"
@szymonprawy2585,"Man, I don''t know how to thank you. I needed to watch this video today, it hit home like a train, THANK YOU!!!!"
@Obed-dev,Thanks for the advice
@alirazaqureshi9464,"All of them hit perfectly, I have been doing all of the mistakes you mentioned time to change. Thanks for this much needed advice. 👍"
@ChessyRawr,"Thank you, this spires me to learn how to code as a high school graduate"
@incognition7,All of these reminders are spot on. I need to have it on repeat. 🔂
@Oyekezie_Hyacinth_Anayo,How not to burn the house down😂😂😂😂😂
@buggy_0817,Such good advice :)
@ST0N30N3,Thank you very much for this video! So much truth and knowledge. Have you ever thought about a career as a motivational coach? :D
@CapyNoLeg,"You explain things so well, thank you very much"
@pitchdiary,"All you said I wish someone told me earlier 
I have be struggling to be perfect 😢

Thinking that I'm dumb
The most painful part is I see projects I know that I can build but is so local to me and people charge to build such web site 

You didn't just earn a sub
You saved me 
I feel relief 

Thanks 🫡"
@gnbjph,"mehh, you are fantastic, i will make you my mentol sir
please, how do i talk to you through mails...am curious to learn"
@MDROKONUZJAMAN-mm6oc,Love from Bangladesh ❤
@cosmochaosmaker,"I feel kind of insulted. 😂 My code is almost perfect, and I still use the libraries I developed a decade ago. Some just do not realize they are a danger to teammates and clients. 🤷‍♂️"
@Caringal_Tech,"You don't need to know everything, cause we're humans not robots, humans have dexterity and consciousness it's the origin of curiosity that AI can't do, so we humans use AI to automate ideas into reality"
@yechris2001,"You are a life saver. This is some really good advice! I really thought developers knew everything. My bad, ha ha"
@Jayyy_2003,"This vdo is not just helping young developers, for me as a data science student also feel inspired and motivated from it too. You're a life saver man!!🤩"
@denikasic6622,For me was : You will never feel ready! That was for few years. I think its time with your video that i need to start anyway! And i see i dont need to give up! Thank you!
@takoyaki7197,"Thanks bro, I always thought I should grind, I guess I should chill out and take it slow n steady"
@valtrek10,what is your opinion on using ai to help coding?
@jsjsjgsgshssj6571,"""I created this channel to focus on watching tutorials and motivational content from professionals, instead of playing games and scrolling through social media. Thanks to my neighbor—who doesn’t know I’m connected to their Wi-Fi, I found this helpful video. Thank you sir, for this content. Have a great day!"""
@ThoifIbrahim-h7f,I m starting laravel. This helped me  set my mind on a good path. Thanks bro😊
@t_0066,Thank you 🎉
@traxt1489,Your tips solidified and/or validated things I had a sneaking suspicion about. Appreciated the 4 to 1 rule.
@KaishaRei,"Thank you Pete. You had me at 'You Don't Need to Know Everything', especially since I'm starting out."
@bobhanger3370,Good points. I definitely didnt watch the whole video but ill leave a like for the timestamps ;)
@soulslayer59,"This made my day ...i watched bro code python 12 hour playlist in a weeks time ..thought super confident i know how to write pycode now ...when i sat down to write i got super stuck ...just like rhe bicycle riding example you gave.

So from today i am gonna do just few topics of first hour video.....and practice the rest of the day with those simple topics and then move forward..

Thanks a tonne mate ❤❤"
@wolf_7710,Incoming CS freshman here. You earned a subscriber. Thanks!
@andrewgr144,"I'm replying so late that I have no hope that anyone will ever actually read this, but nonetheless:

An example of ""Problem Solving is the Real Skill"" is from my 22+ year career at Microsoft.  I had stretches of time where I felt like I was stealing a paycheck, and I had stretches of time where I felt like I was saving the world.  But objectively the single largest contribution I ever made, in terms of money, was by *not* implementing a feature that had been assigned to me.  Rather, I asked some questions that led to getting at the actual problem the PMs were trying to solve, was able to explain why their approach wouldn't work, and offered a good alternative solution.  Due to several factors, I feel pretty comfortable saying that by *not* coding the design I was given, I saved the company multiple millions of dollars.  That experience made a deep impression on me, and I've tried to pass that knowledge along to junior developers over the years, though I'm not sure how much success I've had; it seems that most of us have a puzzlingly difficult time learning from the experience of others, and must often make the same mistakes to learn the same lessons."
@mosesazibaluaoluwaseunoki1841,I love this.....
@maton2142,"You will never feel ready, start anyway. 
I had to hear that, thank u alot"
@cryptofelo,"Nobody cares how clever your code is, just that it works"
@petouniatuken3459,Love the video! May i ask where is that accent from? sounds so familiar
@Kuniciil,I need to start coding give me guide all will give you pary for you to get everything
@Aboki7_FX,"this is the realest, straight- to- the -point PROGRAMMING ADVICE EVER!"
@MichelleRoberts-u7o,Scary power
